open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
10025.0,10325.0,10000.0,10325.0,47768400.0,,,10325.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-09T00:00:00+0000
10100.0,10175.0,10050.0,10100.0,55029800.0,,,10100.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-06T00:00:00+0000
10250.0,10350.0,10225.0,10325.0,67200900.0,,,10325.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-05T00:00:00+0000
10175.0,10250.0,10050.0,10200.0,74326300.0,,,10200.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-04T00:00:00+0000
10025.0,10225.0,9900.0,10150.0,94341300.0,,,10150.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-03T00:00:00+0000
10000.0,10050.0,9775.0,9775.0,68584000.0,,,9775.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-12-02T00:00:00+0000
10000.0,10100.0,9950.0,10000.0,41743400.0,,,10000.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-29T00:00:00+0000
9975.0,10075.0,9925.0,10000.0,57443500.0,,,10000.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-28T00:00:00+0000
10250.0,10250.0,10000.0,10000.0,62310100.0,,,10000.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-26T00:00:00+0000
9950.0,10200.0,9900.0,10175.0,165369400.0,,,10175.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-25T00:00:00+0000
9925.0,9950.0,9850.0,9850.0,58396100.0,,,9850.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-22T00:00:00+0000
10000.0,10000.0,9850.0,9850.0,93181200.0,,,9850.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-21T00:00:00+0000
10025.0,10150.0,10000.0,10100.0,47328600.0,,,10100.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-20T00:00:00+0000
9900.0,10025.0,9900.0,9950.0,64347600.0,,,9950.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-19T00:00:00+0000
10075.0,10125.0,10025.0,10075.0,45674500.0,,,10075.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-18T00:00:00+0000
10050.0,10275.0,10050.0,10125.0,49751300.0,,,10125.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-15T00:00:00+0000
10125.0,10175.0,10050.0,10100.0,56358000.0,,,10100.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-14T00:00:00+0000
10225.0,10250.0,10150.0,10150.0,62895300.0,,,10150.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-13T00:00:00+0000
10100.0,10225.0,10000.0,10150.0,80313500.0,,,10150.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-12T00:00:00+0000
9800.0,10050.0,9800.0,10000.0,116915400.0,,,10000.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-11T00:00:00+0000
10200.0,10225.0,10050.0,10050.0,83273500.0,,,10050.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-08T00:00:00+0000
10325.0,10450.0,10175.0,10175.0,131486300.0,,,10175.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-07T00:00:00+0000
10475.0,10500.0,10375.0,10450.0,50101600.0,,,10450.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-06T00:00:00+0000
10300.0,10575.0,10300.0,10500.0,50218400.0,,,10500.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-05T00:00:00+0000
10425.0,10500.0,10300.0,10450.0,36336400.0,,,10450.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-04T00:00:00+0000
10275.0,10375.0,10275.0,10350.0,30952400.0,,,10350.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-11-01T00:00:00+0000
10325.0,10475.0,10325.0,10450.0,40697300.0,,,10450.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-31T00:00:00+0000
10275.0,10400.0,10275.0,10350.0,88374500.0,,,10350.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-30T00:00:00+0000
10525.0,10575.0,10500.0,10525.0,35719500.0,,,10525.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-29T00:00:00+0000
10825.0,10825.0,10625.0,10625.0,29763500.0,,,10625.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-28T00:00:00+0000
10650.0,10725.0,10625.0,10700.0,26490700.0,,,10700.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-25T00:00:00+0000
10725.0,10850.0,10700.0,10750.0,69091700.0,,,10750.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-24T00:00:00+0000
10475.0,10650.0,10475.0,10625.0,36417700.0,,,10625.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-23T00:00:00+0000
10475.0,10600.0,10475.0,10525.0,72770500.0,,,10525.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-22T00:00:00+0000
10850.0,10850.0,10700.0,10725.0,25684400.0,,,10725.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-21T00:00:00+0000
10875.0,10875.0,10725.0,10800.0,39763700.0,,,10800.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-18T00:00:00+0000
10550.0,10800.0,10500.0,10750.0,57227500.0,,,10750.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-17T00:00:00+0000
10700.0,10725.0,10475.0,10525.0,46143700.0,,,10525.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-16T00:00:00+0000
10550.0,10575.0,10450.0,10550.0,35882200.0,,,10550.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-15T00:00:00+0000
10375.0,10500.0,10375.0,10425.0,26578100.0,,,10425.0,,,1.0,0.0,BBCA.XIDX,XIDX,2024-10-14T00:00:00+0000
