open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
4310.0,4370.0,4300.0,4370.0,132534500.0,,,4370.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-09T00:00:00+0000
4250.0,4310.0,4220.0,4300.0,129583600.0,,,4300.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-06T00:00:00+0000
4310.0,4340.0,4250.0,4280.0,166503000.0,,,4280.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-05T00:00:00+0000
4240.0,4370.0,4220.0,4320.0,297681500.0,,,4320.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-04T00:00:00+0000
4240.0,4250.0,4210.0,4230.0,332485900.0,,,4230.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-03T00:00:00+0000
4270.0,4280.0,4160.0,4180.0,298668800.0,,,4180.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-12-02T00:00:00+0000
4280.0,4300.0,4250.0,4260.0,314964600.0,,,4260.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-29T00:00:00+0000
4350.0,4390.0,4330.0,4350.0,248526100.0,,,4350.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-28T00:00:00+0000
4450.0,4470.0,4380.0,4400.0,266677500.0,,,4400.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-26T00:00:00+0000
4420.0,4530.0,4420.0,4490.0,258377500.0,,,4490.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-25T00:00:00+0000
4250.0,4420.0,4250.0,4360.0,258509700.0,,,4360.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-22T00:00:00+0000
4280.0,4320.0,4250.0,4250.0,326476000.0,,,4250.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-21T00:00:00+0000
4400.0,4440.0,4330.0,4340.0,272370400.0,,,4340.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-20T00:00:00+0000
4350.0,4410.0,4350.0,4380.0,261475900.0,,,4380.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-19T00:00:00+0000
4440.0,4460.0,4360.0,4370.0,227623300.0,,,4370.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-18T00:00:00+0000
4450.0,4510.0,4450.0,4480.0,87580000.0,,,4480.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-15T00:00:00+0000
4570.0,4590.0,4500.0,4500.0,137340000.0,,,4500.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-14T00:00:00+0000
4470.0,4610.0,4460.0,4570.0,194405600.0,,,4570.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-13T00:00:00+0000
4430.0,4520.0,4430.0,4510.0,219051600.0,,,4510.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-12T00:00:00+0000
4470.0,4540.0,4370.0,4470.0,483533700.0,,,4470.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-11T00:00:00+0000
4600.0,4640.0,4520.0,4520.0,192340700.0,,,4520.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-08T00:00:00+0000
4610.0,4640.0,4550.0,4560.0,234167800.0,,,4560.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-07T00:00:00+0000
4710.0,4730.0,4610.0,4610.0,203595500.0,,,4610.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-06T00:00:00+0000
4690.0,4740.0,4680.0,4720.0,167359500.0,,,4720.0,,,1.0,0.0,BBRI.XIDX,XIDX,2024-11-05T00:00:00+0000
