open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
2760.0,2770.0,2730.0,2750.0,52933600.0,,,2750.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-09T00:00:00+0000
2740.0,2780.0,2740.0,2760.0,38239900.0,,,2760.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-06T00:00:00+0000
2840.0,2840.0,2730.0,2770.0,81250600.0,,,2770.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-05T00:00:00+0000
2820.0,2850.0,2800.0,2830.0,59132800.0,,,2830.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-04T00:00:00+0000
2760.0,2830.0,2710.0,2800.0,141409000.0,,,2800.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-03T00:00:00+0000
2720.0,2730.0,2680.0,2690.0,54207500.0,,,2690.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-12-02T00:00:00+0000
2700.0,2760.0,2700.0,2710.0,102551400.0,,,2710.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-29T00:00:00+0000
2680.0,2750.0,2680.0,2720.0,102787900.0,,,2720.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-28T00:00:00+0000
2770.0,2800.0,2680.0,2710.0,106721000.0,,,2710.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-26T00:00:00+0000
2740.0,2780.0,2720.0,2740.0,351508900.0,,,2740.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-25T00:00:00+0000
2750.0,2790.0,2720.0,2750.0,135186000.0,,,2750.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-22T00:00:00+0000
2680.0,2810.0,2680.0,2770.0,108553400.0,,,2770.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-21T00:00:00+0000
2740.0,2750.0,2640.0,2680.0,146540200.0,,,2680.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-20T00:00:00+0000
2610.0,2850.0,2590.0,2780.0,272598800.0,,,2780.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-19T00:00:00+0000
2540.0,2610.0,2520.0,2590.0,120854000.0,,,2590.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-18T00:00:00+0000
2500.0,2580.0,2500.0,2540.0,102617300.0,,,2540.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-15T00:00:00+0000
2550.0,2590.0,2530.0,2530.0,184760300.0,,,2530.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-14T00:00:00+0000
2610.0,2630.0,2570.0,2580.0,142404800.0,,,2580.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-13T00:00:00+0000
2660.0,2670.0,2600.0,2600.0,214980600.0,,,2600.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-12T00:00:00+0000
2760.0,2780.0,2750.0,2750.0,51364800.0,,,2750.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-08T00:00:00+0000
2760.0,2790.0,2740.0,2760.0,79448100.0,,,2760.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-07T00:00:00+0000
2780.0,2800.0,2740.0,2740.0,66735300.0,,,2740.0,,,1.0,0.0,TLKM.XIDX,XIDX,2024-11-06T00:00:00+0000
